title,price,location,ambientes,banos,metros_cuadrados,link
Departamento En Rosario,320000.0,"Moreno 135 Bis, Rosario, Santa Fe",2,1,57.0,https://departamento.mercadolibre.com.ar/MLA-1451678365-departamento-en-rosario-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento En Centro,330000.0,"Laprida Al 2000, Centro, Rosario, Santa Fe",3,1,52.0,https://departamento.mercadolibre.com.ar/MLA-1918207374-departamento-en-centro-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler Departamento Monoambiente Amoblado Rosario Centro. Frente Luminoso Amplio Terraza Con Parrillero,255000.0,"Jujuy 1946, Centro, Rosario, Santa Fe",1,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1453682793-alquiler-departamento-monoambiente-amoblado-rosario-centro-frente-luminoso-amplio-terraza-con-parrillero-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Monoambiente En Pellegrini Suites Barrio Martin,195000.0,"Pellegrini Al 300, Martin, Rosario, Santa Fe",1,1,31.0,https://departamento.mercadolibre.com.ar/MLA-1886765074-monoambiente-en-pellegrini-suites-barrio-martin-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Entre Rios 633,260000.0,"ENTRE RIOS 633, Rosario, Santa Fe",4,2,60.0,https://departamento.mercadolibre.com.ar/MLA-1894763502-entre-rios-633-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
"Alquiler Dpto. 1 Dor A Estrenar, San Juan 2900 - Gazze",320000.0,"San Juan 2963, Rosario, Santa Fe",2,1,47.0,https://departamento.mercadolibre.com.ar/MLA-1446651373-alquiler-dpto-1-dor-a-estrenar-san-juan-2900-gazze-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler Departamento 2 Dormitorios Centro Rio,450000.0,"Corrientes 400, Centro, Rosario, Santa Fe",4,1,70.0,https://departamento.mercadolibre.com.ar/MLA-1455533511-alquiler-departamento-2-dormitorios-centro-rio-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler Temporario De Dos Dormitorios En Puerto Norte,1400.0,"Caseros Bis Al 100, Puerto Norte, Rosario, Santa Fe",3,2,84.0,https://departamento.mercadolibre.com.ar/MLA-1447975133-alquiler-temporario-de-dos-dormitorios-en-puerto-norte-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Entre Rios 633,260000.0,"ENTRE RIOS 633, Rosario, Santa Fe",4,2,60.0,https://departamento.mercadolibre.com.ar/MLA-1894315748-entre-rios-633-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler Departamento 2 Dormitorios Con Dependencias Entre Ríos Y Santa Fe Rosario,420000.0,"Entre Ríos 720 01-02 Rosario, Centro, Rosario, Santa Fe",5,1,119.0,https://departamento.mercadolibre.com.ar/MLA-1920611458-alquiler-departamento-2-dormitorios-con-dependencias-entre-rios-y-santa-fe-rosario-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
"Alquiler - Monoambiente - Lourdes, Rosario",180000.0,"Pueyrredón Al 1400, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1446726139-alquiler-monoambiente-lourdes-rosario-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento 1 Dormitorio - Pje Fernando El Católico 4100- Rosario | Echesortu,210000.0,"Pje Fernando El Católico 4150, Rosario, Santa Fe",2,1,36.0,https://departamento.mercadolibre.com.ar/MLA-1936300028-departamento-1-dormitorio-pje-fernando-el-catolico-4100-rosario-echesortu-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Brown 1997 - Dpto De 2 Dormitorios Externo. Con Cochera.,480000.0,"Brown 1950, Centro, Rosario, Santa Fe",3,2,71.0,https://departamento.mercadolibre.com.ar/MLA-1929890092-brown-1997-dpto-de-2-dormitorios-externo-con-cochera-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Av Belgrano Al 900 Bis - Alquiler Monoambiente En Rosario,240000.0,"AV Belgrano AL 900 BIS, Rosario, Santa Fe",1,1,21.0,https://departamento.mercadolibre.com.ar/MLA-1450428199-av-belgrano-al-900-bis-alquiler-monoambiente-en-rosario-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
"Alquiler Granadero Baigorria, Moderno Duplex 3 Dormitorios, Cochera, Patio Y Asador",400000.0,"Av. San Martin Al 1500, Granadero Baigorria, Rosario, Santa Fe",3,1,85.0,https://departamento.mercadolibre.com.ar/MLA-1886817154-alquiler-granadero-baigorria-moderno-duplex-3-dormitorios-cochera-patio-y-asador-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
J.m.rosas 811 Impecable,900000.0,"JUAN MANUEL DE ROSAS 811, Rosario, Santa Fe",4,2,75.0,https://departamento.mercadolibre.com.ar/MLA-1909539102-jmrosas-811-impecable-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento - Centro,550000.0,"9 De Julio 1669 - 3 Piso B, Centro, Rosario, Santa Fe",4,2,96.0,https://departamento.mercadolibre.com.ar/MLA-1930406394-departamento-centro-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento Ph - Contrafrente,200000.0,"SAN Lorenzo Al 1000, Centro, Rosario, Santa Fe",2,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1898155074-departamento-ph-contrafrente-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento Monoambiente Alquiler Ayacucho Y Mendoza- Rosario,210000.0,"Ayacucho Al 1200, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1940236662-departamento-monoambiente-alquiler-ayacucho-y-mendoza-rosario-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Monoambiente A Estrenar En Alquiler. 1 De Mayo Al 1100. Barrio Martin.,180000.0,"1 De Mayo 1169, Martin, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1937017444-monoambiente-a-estrenar-en-alquiler-1-de-mayo-al-1100-barrio-martin-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
9 De Julio 700 - Departamento De 2 Dormitorios En Alquiler Rosario - Barrio Martin,450000.0,"9 De Julio Y Laprida, Centro, Rosario, Santa Fe",4,1,60.0,https://departamento.mercadolibre.com.ar/MLA-1924032238-9-de-julio-700-departamento-de-2-dormitorios-en-alquiler-rosario-barrio-martin-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento - Centro,190000.0,"Mitre Al 1800, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1926124932-departamento-centro-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento De 2 Dormitorios En Alquiler - Barrio Palos Verdes Country Club,480000.0,"Palos Verdes - Condo Pilay, Rosario, Santa Fe",3,1,65.0,https://departamento.mercadolibre.com.ar/MLA-1915873652-departamento-de-2-dormitorios-en-alquiler-barrio-palos-verdes-country-club-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler Departamento Un Dormitorio Rio Luis Agote,170000.0,"Salta 3200, Luis Agote, Rosario, Santa Fe",2,1,23.0,https://departamento.mercadolibre.com.ar/MLA-1918211554-alquiler-departamento-un-dormitorio-rio-luis-agote-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento En Alquiler 2 Dormitorios Abasto Rosario,500000.0,"Cochabamba Al 1400, Rosario, Santa Fe",3,1,70.0,https://departamento.mercadolibre.com.ar/MLA-1451706231-departamento-en-alquiler-2-dormitorios-abasto-rosario-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Rosario. Alquiler. Mono Ambiente. Pueyrredon Y San Juan. Pileta Y Parrilla En Terraza.,220000.0,"Pueyrredón 1044, Rosario, Provincia De Santa Fe, Argentina, Centro, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1453591821-rosario-alquiler-mono-ambiente-pueyrredon-y-san-juan-pileta-y-parrilla-en-terraza-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler 2 Dormitorios Parque España,250000.0,"Av Del Huerto Y Salta, Centro, Rosario, Santa Fe",6,2,74.0,https://departamento.mercadolibre.com.ar/MLA-1443594969-alquiler-2-dormitorios-parque-espana-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Excelente Departamento 2 Ambientes En Pichincha,380000.0,"Güemes Al 2800, Alberto Olmedo, Rosario, Santa Fe",2,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1883836110-excelente-departamento-2-ambientes-en-pichincha-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Ov. Lagos 121 A Estrenar,280000.0,"OV. LAGOS 121, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1913467096-ov-lagos-121-a-estrenar-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
"Departamento, Dos Dormitorios, Luminoso, Zona Del Río.",260000.0,"Entre Ríos Al 341, Centro, Rosario, Santa Fe",3,1,60.0,https://departamento.mercadolibre.com.ar/MLA-1450710571-departamento-dos-dormitorios-luminoso-zona-del-rio-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Departamento En Rosario,700.0,"Oroño, Rosario, Santa Fe",3,1,70.0,https://departamento.mercadolibre.com.ar/MLA-1443398629-departamento-en-rosario-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=4238bdc0-8d9f-47bf-85e5-79d2a4be9930
Alquiler- Lourdes - 1 Dormitorio- Balcon Terraza,470000.0,"Dorrego 1667, Rosario, Santa Fe",3,1,56.0,https://departamento.mercadolibre.com.ar/MLA-1455875769-alquiler-lourdes-1-dormitorio-balcon-terraza-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Pje Corvalan 531 - Departamento En Refinerias En Alquiler Rosario,450000.0,"Vélez Sarsfield Y Echeverría, Rosario, Santa Fe",2,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1446828485-pje-corvalan-531-departamento-en-refinerias-en-alquiler-rosario-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Alquiler 1 Dormitorio Centro,280000.0,"Paraguay 1200, Centro, Rosario, Santa Fe",2,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1937830340-departamento-en-alquiler-1-dormitorio-centro-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento - Macrocentro,300000.0,"Moreno Al 1100, Rosario, Santa Fe",2,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1454079671-departamento-macrocentro-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Dorrego Al 3100,280000.0,"Dorrego Al 3100, Rosario, Santa Fe",4,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1448037985-departamento-en-dorrego-al-3100-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Riccheri Al 1100 Alquiler Departamento 1 Dormitorio En Rosario,140000.0,"Riccheri AL 1100, Rosario, Santa Fe",2,1,20.0,https://departamento.mercadolibre.com.ar/MLA-1890871444-riccheri-al-1100-alquiler-departamento-1-dormitorio-en-rosario-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler Un Dormitorio Abasto Rosario,300000.0,"COCHABAMBA 1333, Abasto, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1456316809-alquiler-un-dormitorio-abasto-rosario-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Loft En Alquiler Temporario En Forum Rosario,900.0,"Carballo Al 200, Puerto Norte, Rosario, Santa Fe",1,1,42.0,https://departamento.mercadolibre.com.ar/MLA-1937369604-loft-en-alquiler-temporario-en-forum-rosario-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Abasto,150000.0,"Paraguay Al 2200, Abasto, Rosario, Santa Fe",1,1,26.0,https://departamento.mercadolibre.com.ar/MLA-1924016156-departamento-en-abasto-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
En Alquiler Departamento De Un Dormitorio Con Balcón Corrido!,310000.0,"Rioja Al 2800, Rosario, Santa Fe",2,1,39.0,https://departamento.mercadolibre.com.ar/MLA-1904730440-en-alquiler-departamento-de-un-dormitorio-con-balcon-corrido-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento Monoambiente - Iriondo 326 - Echesortu Rosario | Alquiler,180000.0,"Iriondo 326, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1452516539-departamento-monoambiente-iriondo-326-echesortu-rosario-alquiler-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
San Juan Al 2800 Alquiler Monoambiente En Rosario,200000.0,"San Juan Al 2800, Rosario, Santa Fe",1,1,33.0,https://departamento.mercadolibre.com.ar/MLA-1925187838-san-juan-al-2800-alquiler-monoambiente-en-rosario-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Mitre 1153 - Dpto De 3 Dormitorios Externo.,350000.0,"Mitre 1150, Centro, Rosario, Santa Fe",4,1,68.0,https://departamento.mercadolibre.com.ar/MLA-1456191053-mitre-1153-dpto-de-3-dormitorios-externo-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Colon 1800 2 Dormitorios Escalera,220000.0,"COLON 1879, Rosario, Santa Fe",5,1,55.0,https://departamento.mercadolibre.com.ar/MLA-1931280502-colon-1800-2-dormitorios-escalera-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler. Barrio Cerrado. Ocho Sauces. Funes. 2 Dormitorios. Terraza Exclusiva . Cochera. Baulera. Estrenar,500.0,"Almafuerte & Avenida Bernardo Houssay, Funes, Provincia De Santa Fe, Argentina, Funes, Rosario, Santa Fe",7,1,76.0,https://departamento.mercadolibre.com.ar/MLA-1901571960-alquiler-barrio-cerrado-ocho-sauces-funes-2-dormitorios-terraza-exclusiva-cochera-baulera-estrenar-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento - Centro,330000.0,"Jujuy Y Moreno, Rosario, Santa Fe",2,1,49.0,https://departamento.mercadolibre.com.ar/MLA-1934297800-departamento-centro-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento Un Dormitorio Centro Zona Del Río Amplio,250000.0,"Salta Al 1371, Centro, Rosario, Santa Fe",2,1,50.0,https://departamento.mercadolibre.com.ar/MLA-1451114247-departamento-un-dormitorio-centro-zona-del-rio-amplio-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Depaalquiler Departamento De Dos Dormotiorios Barrio Martinrtamento En,250000.0,"Colón 1256 Piso 12, Centro, Rosario, Santa Fe",3,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1453385479-depaalquiler-departamento-de-dos-dormotiorios-barrio-martinrtamento-en-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
"Dos Dorm, Cocina-comedor, Lav. Indep.",290000.0,"Urquiza 2400 - 2700, Centro, Rosario, Santa Fe",4,1,65.0,https://departamento.mercadolibre.com.ar/MLA-1449981205-dos-dorm-cocina-comedor-lav-indep-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Centro,300000.0,"Buenos Aires Y 9 De Julio, Centro, Rosario, Santa Fe",3,1,49.0,https://departamento.mercadolibre.com.ar/MLA-1895905538-departamento-en-centro-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
"Departamento, Un Dormitorio, Patio, Amplio, Lavadero, Centro.",260000.0,"Mitre 976 01, Centro, Rosario, Santa Fe",3,1,80.0,https://departamento.mercadolibre.com.ar/MLA-1445701779-departamento-un-dormitorio-patio-amplio-lavadero-centro-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler. Ocho Sauces. 2 Dormitorios. Suite. Terraza. Balcón. 3 Baños. Cochera. Equipado! Recomendamos,575.0,"Almafuerte & Avenida Bernardo Houssay, Funes, Rosario, Santa Fe",6,3,80.0,https://departamento.mercadolibre.com.ar/MLA-1920558038-alquiler-ocho-sauces-2-dormitorios-suite-terraza-balcon-3-banos-cochera-equipado-recomendamos-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler | Monoambiente | España 334 09-04,200000.0,"España 334, Centro, Rosario, Santa Fe",1,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1899529764-alquiler-monoambiente-espana-334-09-04-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
"Monoambiente, Moderno, Externo, Centro, Zona Pellegrini, Facultades.",170000.0,"Dorrego Al 1622, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1930105042-monoambiente-moderno-externo-centro-zona-pellegrini-facultades-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento De 1 Dormitorio Super Amplio Y Luminoso!,380000.0,"Av. Francia Al 1300, Rosario, Santa Fe",2,1,49.0,https://departamento.mercadolibre.com.ar/MLA-1904660924-departamento-de-1-dormitorio-super-amplio-y-luminoso-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Alquiler,250000.0,"San Juan 3092 - 8 Piso 07, Rosario, Santa Fe",1,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1455496457-departamento-en-alquiler-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler. Rosario. Centro/lourdes. Rodriguez Y 3 De Febrero.,300000.0,"Martín Rodríguez 1287, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1456282511-alquiler-rosario-centrolourdes-rodriguez-y-3-de-febrero-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento - Pichincha,240000.0,"Guemes 2147, Alberto Olmedo, Rosario, Santa Fe",1,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1926060618-departamento-pichincha-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento Dos Dormitorios En Venta Rosario,260000.0,"San Martín Y Pasco Piso 6 Unidad C, Rosario, Santa Fe",5,1,59.0,https://departamento.mercadolibre.com.ar/MLA-1455282597-departamento-dos-dormitorios-en-venta-rosario-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Pje Boero Al 3200 Alquiler Departamento 1 Dormitorio En Rosario,160000.0,"PJE Boero AL 3200, Rosario, Santa Fe",2,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1453202205-pje-boero-al-3200-alquiler-departamento-1-dormitorio-en-rosario-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Alquiler Monoambiente Con Balcon Al Frente,173400.0,"Suipacha Al 700, Alberto Olmedo, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1934607934-departamento-en-alquiler-monoambiente-con-balcon-al-frente-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler Departamento 2 Dormitorios Barrio Martin Rosario,590000.0,"Pje. Santa Cruz Al 300, Martin, Rosario, Santa Fe",4,2,88.0,https://departamento.mercadolibre.com.ar/MLA-1925206048-alquiler-departamento-2-dormitorios-barrio-martin-rosario-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler. Barrio Cerrado. Ocho Sauces. Funes. Estrenar. 1 Dormitorio. Patio. Cochera . Planta Baja,320.0,"Almafuerte & Avenida Bernardo Houssay, Funes, Provincia De Santa Fe, Argentina, Funes, Rosario, Santa Fe",4,1,55.0,https://departamento.mercadolibre.com.ar/MLA-1882791462-alquiler-barrio-cerrado-ocho-sauces-funes-estrenar-1-dormitorio-patio-cochera-planta-baja-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
"Departamento Sobre Calle Córdoba, Paseo Del Siglo.",420000.0,"Cordoba Al 1600, Centro, Rosario, Santa Fe",5,3,100.0,https://departamento.mercadolibre.com.ar/MLA-1871080262-departamento-sobre-calle-cordoba-paseo-del-siglo-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Monoambiente Con Amenities - Av. Pellegrini 300 - Centro Rosario | Alquiler,170000.0,"Pellegrini 325, Centro, Rosario, Santa Fe",1,1,23.0,https://departamento.mercadolibre.com.ar/MLA-1901952140-monoambiente-con-amenities-av-pellegrini-300-centro-rosario-alquiler-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler. Barrio Cerrado Ocho Sauces. Planta Baja. 2 Dormitorios. Baño. Cochera,500.0,"Almafuerte & Avenida Bernardo Houssay, Funes, Provincia De Santa Fe, Argentina, Funes, Rosario, Santa Fe",8,1,65.0,https://departamento.mercadolibre.com.ar/MLA-1445232231-alquiler-barrio-cerrado-ocho-sauces-planta-baja-2-dormitorios-bano-cochera-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento 3 Dormitorios En Barrio Martin,370000.0,"Ayacucho 1391 1° 1, Martin, Rosario, Santa Fe",4,1,60.0,https://departamento.mercadolibre.com.ar/MLA-1451311083-departamento-3-dormitorios-en-barrio-martin-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Centro,270000.0,"3 De Febrero 2445 03, Centro, Rosario, Santa Fe",2,1,46.0,https://departamento.mercadolibre.com.ar/MLA-1918284312-departamento-en-centro-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Centro,230000.0,"Maipu Al 1600, Centro, Rosario, Santa Fe",3,1,39.0,https://departamento.mercadolibre.com.ar/MLA-1900074978-departamento-en-centro-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Depto. Amoblado De Dos Dormitorios Y Amenities En Zona Centro,430000.0,"Moreno 1250, Rosario, Rosario, Santa Fe",3,1,57.0,https://departamento.mercadolibre.com.ar/MLA-1898470406-depto-amoblado-de-dos-dormitorios-y-amenities-en-zona-centro-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Departamento En Alquiler,290000.0,"Montevideo Al 900, Centro, Rosario, Santa Fe",3,1,48.0,https://departamento.mercadolibre.com.ar/MLA-1453526069-departamento-en-alquiler-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler Departamento De 2 Dormitoios Con 2 Baños Barrio Abasto Rosario,320000.0,"Pasco 1585 03-02 Rosario, Abasto, Rosario, Santa Fe",3,2,66.0,https://departamento.mercadolibre.com.ar/MLA-1453718615-alquiler-departamento-de-2-dormitoios-con-2-banos-barrio-abasto-rosario-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
Alquiler 1 Dormitorio Y Cochera Impecable Laprida 2000,290000.0,"Laprida 2098, P. 3 Dto. 2, Abasto, Rosario, Santa Fe",2,1,44.0,https://departamento.mercadolibre.com.ar/MLA-1452834399-alquiler-1-dormitorio-y-cochera-impecable-laprida-2000-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=e4688511-f8a8-4a9d-a804-5f693d610e2d
